X,Y,R,G,B
94,1,125,73,100
95,1,122,71,100
96,1,117,73,90
97,1,116,75,88
98,1,116,70,90
99,1,114,69,93
100,1,109,72,87
101,1,103,71,89
102,1,99,68,94
103,1,97,65,92
104,1,97,65,92
105,1,96,65,89
106,1,93,67,85
107,1,88,67,86
108,1,87,66,87
109,1,85,65,89
110,1,73,63,98
111,1,70,64,91
112,1,71,62,86
113,1,65,61,87
114,1,58,59,86
115,1,58,59,86
116,1,61,55,89
117,1,56,56,86
118,1,50,60,82
119,1,46,58,83
0,2,37,123,87
1,2,34,125,85
2,2,41,124,91
3,2,43,132,88
4,2,43,141,83
5,2,42,144,87
6,2,43,147,82
7,2,45,145,75
8,2,45,144,81
9,2,50,140,87
10,2,52,137,88
11,2,50,136,87
12,2,50,136,89
13,2,52,135,89
14,2,54,135,85
15,2,53,137,82
16,2,53,136,90
17,2,54,134,91
18,2,55,135,88
19,2,58,135,91
20,2,58,134,97
21,2,58,132,96
22,2,58,134,97
23,2,57,137,94
24,2,57,137,96
25,2,61,137,103
26,2,64,140,94
27,2,65,141,95
28,2,68,141,98
29,2,66,143,90
30,2,66,144,86
31,2,72,144,92
32,2,67,147,90
33,2,68,147,97
34,2,74,143,99
35,2,74,145,91
36,2,73,146,89
37,2,75,142,94
38,2,75,141,98
39,2,74,143,99
40,2,76,142,101
41,2,80,142,101
42,2,79,141,97
43,2,81,138,96
44,2,85,133,105
45,2,87,132,105
46,2,83,136,91
47,2,82,136,86
48,2,89,135,92
49,2,96,129,104
50,2,93,129,103
51,2,90,130,96
52,2,91,131,97
53,2,96,129,97
54,2,101,123,102
55,2,106,121,113
56,2,106,120,106
57,2,109,120,105
58,2,112,115,112
59,2,113,114,107
60,2,113,115,103
61,2,118,112,107
62,2,116,113,105
63,2,116,115,106
64,2,117,115,102
65,2,124,109,103
66,2,129,104,106
67,2,134,104,103
68,2,131,103,108
69,2,138,97,111
70,2,142,94,111
71,2,140,94,109
72,2,139,96,109
73,2,143,92,109
74,2,145,92,109
75,2,143,90,110
76,2,148,90,111
77,2,149,90,105
78,2,148,89,100
79,2,146,86,104
80,2,145,89,101
81,2,146,84,101
82,2,142,82,102
83,2,142,82,102
84,2,136,85,102
85,2,136,86,100
86,2,138,83,101
87,2,136,80,99
88,2,137,79,101
89,2,135,82,102
90,2,134,81,97
91,2,135,77,97
92,2,134,75,102
93,2,128,76,102
94,2,127,74,101
95,2,125,74,96
96,2,125,75,92
97,2,124,76,92
98,2,122,73,94
99,2,119,69,95
100,2,113,72,90
101,2,107,72,91
102,2,100,73,87
103,2,99,71,88
104,2,100,65,95
105,2,92,69,88
106,2,86,71,83
107,2,88,68,82
108,2,91,68,85
109,2,87,65,91
110,2,82,63,96
111,2,77,66,90
112,2,73,67,87
113,2,68,62,94
114,2,64,61,89
115,2,59,65,83
116,2,60,60,85
117,2,61,55,87
118,2,55,57,84
119,2,46,58,81
0,3,40,114,92
1,3,38,120,88
2,3,38,126,89
3,3,39,133,88
4,3,42,137,82
5,3,47,140,86
6,3,52,143,87
7,3,47,147,81
8,3,46,148,79
9,3,50,142,79
10,3,50,138,90
11,3,50,135,91
12,3,49,134,89
13,3,52,134,93
14,3,53,135,92
15,3,54,137,93
16,3,55,134,96
17,3,61,133,93
18,3,59,137,92
19,3,58,135,93
20,3,59,135,98
21,3,61,139,96
22,3,61,140,90
23,3,62,141,90
24,3,62,141,92
25,3,64,140,90
26,3,71,142,93
27,3,66,144,99
28,3,66,144,99
29,3,70,145,92
30,3,74,147,92
31,3,72,148,90
32,3,69,150,88
33,3,66,151,92
34,3,69,148,99
35,3,75,148,94
36,3,78,148,97
37,3,74,148,96
38,3,75,147,98
39,3,74,145,99
40,3,77,144,99
41,3,82,144,96
42,3,79,143,89
43,3,82,141,99
44,3,87,139,101
45,3,90,139,100
46,3,88,140,98
47,3,88,140,90
48,3,86,139,91
49,3,94,132,103
50,3,102,128,103
51,3,101,132,97
52,3,97,132,95
53,3,100,130,99
54,3,104,126,102
55,3,102,124,103
56,3,102,126,102
57,3,106,122,103
58,3,112,119,103
59,3,116,119,104
60,3,115,118,101
61,3,118,115,107
62,3,120,115,105
63,3,122,114,107
64,3,124,109,105
65,3,131,110,101
66,3,132,108,100
67,3,136,105,104
68,3,138,103,110
69,3,142,98,113
70,3,142,99,109
71,3,140,100,109
72,3,139,99,106
73,3,139,98,100
74,3,144,95,105
75,3,147,92,111
76,3,150,90,111
77,3,154,90,103
78,3,157,88,107
79,3,156,87,103
80,3,154,88,103
81,3,153,84,103
82,3,149,82,103
83,3,146,86,104
84,3,140,88,101
85,3,136,87,104
86,3,139,84,102
87,3,141,81,101
88,3,140,82,99
89,3,140,80,100
90,3,140,80,100
91,3,138,81,100
92,3,137,79,103
93,3,134,79,100
94,3,134,76,95
95,3,134,76,95
96,3,139,74,93
97,3,134,77,91
98,3,125,74,94
99,3,120,73,96
100,3,111,74,93
101,3,112,72,92
102,3,109,72,89
103,3,102,72,89
104,3,103,67,90
105,3,100,67,87
106,3,92,69,88
107,3,88,67,88
108,3,87,68,86
109,3,83,64,96
110,3,79,63,100
111,3,78,67,94
112,3,73,67,89
113,3,69,64,91
114,3,66,64,88
115,3,63,64,89
116,3,64,61,89
117,3,63,59,85
118,3,61,57,81
119,3,51,58,86
0,4,39,113,90
1,4,41,118,92
2,4,40,123,90
3,4,40,129,90
4,4,39,134,84
5,4,40,140,83
6,4,45,143,87
7,4,44,144,90
8,4,45,140,88
9,4,52,138,84
10,4,55,135,90
11,4,56,135,86
12,4,55,133,89
13,4,55,132,95
14,4,56,133,96
15,4,59,133,97
16,4,59,134,95
17,4,64,134,92
18,4,59,136,96
19,4,59,135,98
20,4,60,137,95
21,4,62,140,94
22,4,63,142,93
23,4,62,141,92
24,4,65,140,97
25,4,66,142,94
26,4,66,144,99
27,4,65,142,100
28,4,66,144,97
29,4,72,144,92
30,4,73,143,92
31,4,71,147,99
32,4,70,149,98
33,4,67,153,86
34,4,69,152,88
35,4,72,149,98
36,4,74,148,96
37,4,74,152,92
38,4,80,150,97
39,4,82,147,98
40,4,81,148,98
41,4,90,145,99
42,4,90,146,95
43,4,88,143,97
44,4,88,142,92
45,4,85,141,90
46,4,86,142,92
47,4,90,141,92
48,4,92,137,97
49,4,95,134,105
50,4,100,132,103
51,4,98,133,101
52,4,99,133,106
53,4,105,132,107
54,4,110,128,106
55,4,110,129,100
56,4,110,128,106
57,4,112,120,108
58,4,112,119,103
59,4,116,119,104
60,4,124,119,103
61,4,124,120,101
62,4,124,117,103
63,4,132,111,112
64,4,134,110,114
65,4,132,110,108
66,4,133,108,107
67,4,139,107,108
68,4,145,102,114
69,4,149,99,113
70,4,144,100,106
71,4,146,101,109
72,4,147,100,109
73,4,150,96,103
74,4,153,95,103
75,4,153,93,102
76,4,150,95,100
77,4,154,93,105
78,4,155,90,110
79,4,157,87,109
80,4,157,86,103
81,4,155,85,104
82,4,153,84,103
83,4,152,85,105
84,4,149,84,104
85,4,141,87,101
86,4,145,86,97
87,4,148,82,98
88,4,140,83,97
89,4,144,82,100
90,4,147,80,102
91,4,135,85,97
92,4,132,84,100
93,4,134,79,98
94,4,140,74,99
95,4,148,76,100
96,4,168,71,92
97,4,156,73,92
98,4,138,76,93
99,4,127,75,97
100,4,120,73,94
101,4,120,72,88
102,4,116,73,87
103,4,109,72,89
104,4,103,70,93
105,4,99,69,90
106,4,94,67,94
107,4,89,70,90
108,4,88,70,83
109,4,84,66,93
110,4,78,67,94
111,4,75,67,92
112,4,74,67,96
113,4,70,66,88
114,4,70,65,83
115,4,68,64,84
116,4,66,62,87
117,4,65,62,83
118,4,63,59,81
119,4,55,56,88
0,5,36,115,88
1,5,43,115,91
2,5,44,119,89
3,5,44,123,87
4,5,49,126,87
5,5,47,129,88
6,5,46,135,94
7,5,49,135,95
8,5,50,136,89
9,5,52,138,84
10,5,53,135,92
11,5,56,135,88
12,5,58,133,92
13,5,63,129,100
14,5,63,127,99
15,5,58,132,96
16,5,55,133,91
17,5,58,133,90
18,5,58,135,93
19,5,60,135,96
20,5,63,138,92
21,5,63,142,91
22,5,63,141,97
23,5,62,139,100
24,5,62,139,100
25,5,66,145,93
26,5,67,145,98
27,5,68,146,99
28,5,71,145,99
29,5,76,142,99
30,5,76,143,93
31,5,74,146,95
32,5,74,146,95
33,5,76,151,85
34,5,76,153,86
35,5,74,152,96
36,5,77,152,95
37,5,77,155,92
38,5,81,152,94
39,5,86,150,92
40,5,86,151,90
41,5,89,150,97
42,5,89,148,98
43,5,88,147,95
44,5,91,148,92
45,5,92,143,94
46,5,92,143,94
47,5,92,140,97
48,5,98,135,102
49,5,102,133,100
50,5,100,135,103
51,5,99,136,101
52,5,102,134,103
53,5,107,132,105
54,5,109,127,103
55,5,112,127,102
56,5,118,123,106
57,5,121,124,107
58,5,118,126,105
59,5,121,123,109
60,5,122,120,103
61,5,121,118,105
62,5,126,115,107
63,5,132,113,105
64,5,130,113,109
65,5,135,112,113
66,5,143,106,112
67,5,145,103,112
68,5,144,101,115
69,5,148,101,110
70,5,155,99,106
71,5,152,98,107
72,5,152,97,111
73,5,155,96,111
74,5,156,94,106
75,5,160,93,111
76,5,160,94,109
77,5,154,96,104
78,5,156,91,102
79,5,161,88,104
80,5,157,88,105
81,5,151,86,108
82,5,149,87,103
83,5,149,87,103
84,5,147,85,104
85,5,143,88,100
86,5,149,88,97
87,5,152,86,97
88,5,146,85,97
89,5,149,83,101
90,5,148,81,104
91,5,142,82,102
92,5,145,83,102
93,5,145,83,102
94,5,150,80,104
95,5,163,79,105
96,5,187,74,100
97,5,163,73,96
98,5,141,75,93
99,5,130,74,93
100,5,129,73,92
101,5,123,75,91
102,5,119,73,90
103,5,113,74,87
104,5,104,75,87
105,5,97,71,94
106,5,96,69,94
107,5,90,72,89
108,5,86,70,85
109,5,88,67,86
110,5,85,69,86
111,5,82,67,91
112,5,75,67,88
113,5,74,67,83
114,5,76,67,81
115,5,73,66,80
116,5,71,63,82
117,5,65,62,83
118,5,63,59,81
119,5,56,58,87
0,6,39,114,88
1,6,42,117,94
2,6,47,117,91
3,6,46,122,87
4,6,48,124,92
5,6,51,124,95
6,6,49,127,96
7,6,54,129,102
8,6,57,130,103
9,6,55,135,92
10,6,54,134,89
11,6,55,133,91
12,6,55,133,89
13,6,63,131,90
14,6,64,129,96
15,6,58,132,98
16,6,59,135,91
17,6,57,131,93
18,6,58,135,95
19,6,60,137,97
20,6,61,139,94
21,6,63,143,89
22,6,65,144,88
23,6,66,144,97
24,6,67,145,100
25,6,66,148,95
26,6,69,149,95
27,6,72,149,96
28,6,70,147,91
29,6,76,145,95
30,6,81,148,89
31,6,82,150,86
32,6,82,148,96
33,6,81,149,94
34,6,76,152,90
35,6,76,153,95
36,6,83,151,96
37,6,81,153,92
38,6,81,153,90
39,6,91,150,91
40,6,85,152,88
41,6,85,151,92
42,6,89,150,95
43,6,91,150,93
44,6,95,147,93
45,6,91,150,93
46,6,91,147,96
47,6,94,145,98
48,6,99,139,105
49,6,103,137,105
50,6,104,137,103
51,6,111,135,97
52,6,108,134,98
53,6,105,132,107
54,6,109,133,98
55,6,110,131,99
56,6,118,126,105
57,6,119,127,95
58,6,121,126,97
59,6,124,123,105
60,6,124,123,105
61,6,129,117,108
62,6,131,117,108
63,6,130,116,105
64,6,137,113,108
65,6,136,111,111
66,6,135,111,107
67,6,146,104,109
68,6,148,104,109
69,6,149,103,107
70,6,154,101,105
71,6,154,101,107
72,6,150,102,102
73,6,152,96,106
74,6,158,93,115
75,6,160,93,113
76,6,157,93,108
77,6,159,93,106
78,6,161,90,105
79,6,158,92,105
80,6,156,90,108
81,6,157,87,111
82,6,151,88,109
83,6,151,89,107
84,6,151,87,106
85,6,151,87,104
86,6,153,85,99
87,6,146,85,97
88,6,147,86,100
89,6,151,84,100
90,6,152,83,102
91,6,154,82,106
92,6,154,80,105
93,6,145,85,101
94,6,150,86,105
95,6,160,84,105
96,6,187,75,104
97,6,153,79,102
98,6,133,79,93
99,6,129,77,90
100,6,130,72,92
101,6,118,76,95
102,6,112,75,92
103,6,112,72,90
104,6,106,74,87
105,6,100,73,87
106,6,97,72,88
107,6,97,72,88
108,6,92,70,91
109,6,94,65,91
110,6,90,67,93
111,6,87,66,94
112,6,85,66,83
113,6,80,67,80
114,6,76,66,85
115,6,73,64,90
116,6,70,64,87
117,6,66,64,78
118,6,64,62,76
119,6,57,58,83
0,7,46,114,91
1,7,44,118,93
2,7,46,120,88
3,7,48,121,89
4,7,44,125,91
5,7,47,123,91
6,7,49,124,99
7,7,55,125,101
8,7,56,126,100
9,7,55,132,97
10,7,60,133,90
11,7,57,133,87
12,7,58,131,89
13,7,63,131,88
14,7,66,131,95
15,7,63,130,96
16,7,61,134,91
17,7,65,134,88
18,7,65,133,92
19,7,64,134,94
20,7,63,138,94
21,7,63,140,86
22,7,65,142,87
23,7,70,143,102
24,7,69,149,95
25,7,65,150,89
26,7,70,150,94
27,7,72,152,91
28,7,73,154,88
29,7,76,152,88
30,7,77,154,85
31,7,79,153,89
32,7,78,151,92
33,7,78,151,90
34,7,73,153,96
35,7,79,150,92
36,7,85,149,93
37,7,85,151,94
38,7,86,150,92
39,7,92,148,97
40,7,84,152,97
41,7,89,152,97
42,7,95,151,98
43,7,90,151,99
44,7,89,151,93
45,7,92,151,93
46,7,93,153,94
47,7,94,149,91
48,7,98,142,93
49,7,101,142,96
50,7,102,141,98
51,7,110,139,97
52,7,111,140,101
53,7,104,137,103
54,7,103,137,98
55,7,111,133,98
56,7,119,126,101
57,7,121,128,98
58,7,125,127,99
59,7,127,125,105
60,7,127,122,97
61,7,129,119,98
62,7,126,120,102
63,7,129,118,104
64,7,138,117,108
65,7,139,115,107
66,7,139,112,110
67,7,143,107,107
68,7,148,104,107
69,7,152,104,107
70,7,151,102,107
71,7,149,103,107
72,7,154,104,105
73,7,156,100,105
74,7,159,97,114
75,7,159,96,106
76,7,161,96,102
77,7,163,93,103
78,7,162,93,109
79,7,158,91,107
80,7,156,90,106
81,7,154,89,109
82,7,154,89,109
83,7,150,91,105
84,7,148,91,103
85,7,148,89,104
86,7,153,86,104
87,7,153,87,102
88,7,153,87,102
89,7,151,84,100
90,7,152,83,102
91,7,149,82,103
92,7,147,82,100
93,7,143,86,103
94,7,147,88,103
95,7,171,84,98
96,7,178,78,105
97,7,141,81,99
98,7,124,81,95
99,7,125,77,93
100,7,130,74,93
101,7,117,75,92
102,7,110,75,93
103,7,114,72,97
104,7,112,72,94
105,7,108,75,86
106,7,108,75,86
107,7,106,72,88
108,7,101,69,94
109,7,97,68,91
110,7,94,65,91
111,7,87,65,89
112,7,84,67,87
113,7,78,69,83
114,7,73,67,85
115,7,70,67,86
116,7,69,65,87
117,7,66,63,82
118,7,65,62,79
119,7,63,59,85
0,8,43,116,89
1,8,42,117,92
2,8,48,116,91
3,8,52,117,95
4,8,46,121,95
5,8,48,120,93
6,8,53,123,99
7,8,58,123,101
8,8,59,125,100
9,8,56,128,92
10,8,57,130,87
11,8,56,131,87
12,8,58,131,93
13,8,61,132,99
14,8,58,131,102
15,8,61,131,103
16,8,60,134,102
17,8,59,136,96
18,8,62,137,91
19,8,63,137,89
20,8,64,138,92
21,8,67,140,93
22,8,65,144,90
23,8,67,143,97
24,8,71,145,95
25,8,69,150,88
26,8,73,151,93
27,8,74,154,93
28,8,74,156,85
29,8,80,154,88
30,8,79,159,84
31,8,78,158,85
32,8,80,154,88
33,8,80,154,88
34,8,74,155,91
35,8,83,152,94
36,8,87,152,91
37,8,86,152,93
38,8,88,149,94
39,8,88,149,94
40,8,89,151,101
41,8,89,152,99
42,8,93,152,96
43,8,90,151,97
44,8,87,152,89
45,8,95,152,92
46,8,97,150,89
47,8,95,148,91
48,8,97,147,93
49,8,102,144,93
50,8,103,143,97
51,8,105,139,100
52,8,105,140,96
53,8,104,139,95
54,8,110,138,94
55,8,115,132,99
56,8,118,132,104
57,8,119,134,99
58,8,123,128,99
59,8,122,127,100
60,8,127,125,94
61,8,129,124,96
62,8,125,121,102
63,8,131,119,105
64,8,138,118,104
65,8,145,114,104
66,8,147,109,106
67,8,146,108,105
68,8,150,108,102
69,8,152,106,106
70,8,154,102,113
71,8,157,103,101
72,8,161,101,110
73,8,160,99,111
74,8,154,101,107
75,8,154,102,103
76,8,156,99,102
77,8,161,96,106
78,8,160,92,115
79,8,159,89,113
80,8,160,88,108
81,8,154,91,100
82,8,154,91,100
83,8,152,91,103
84,8,153,89,101
85,8,159,85,105
86,8,155,85,108
87,8,150,89,100
88,8,152,85,101
89,8,149,85,102
90,8,149,86,98
91,8,146,85,97
92,8,143,84,100
93,8,140,87,103
94,8,139,90,100
95,8,156,87,92
96,8,146,77,96
97,8,133,81,94
98,8,127,81,97
99,8,123,76,99
100,8,122,77,99
101,8,118,77,91
102,8,115,77,90
103,8,112,75,92
104,8,111,76,92
105,8,114,75,88
106,8,113,72,86
107,8,106,72,86
108,8,100,72,91
109,8,101,70,90
110,8,97,68,89
111,8,86,69,91
112,8,84,70,84
113,8,77,70,81
114,8,73,71,85
115,8,70,67,86
116,8,69,66,83
117,8,73,63,83
118,8,69,64,84
119,8,65,61,85
0,9,45,114,91
1,9,47,115,92
2,9,47,117,93
3,9,48,118,94
4,9,48,120,95
5,9,50,120,97
6,9,53,121,96
7,9,54,122,99
8,9,55,123,98
9,9,55,127,91
10,9,56,129,86
11,9,54,131,91
12,9,58,130,97
13,9,63,130,94
14,9,56,133,96
15,9,58,131,100
16,9,62,132,97
17,9,61,133,93
18,9,62,137,93
19,9,61,139,92
20,9,67,136,94
21,9,70,136,96
22,9,69,141,92
23,9,72,142,91
24,9,76,145,95
25,9,75,150,95
26,9,76,151,96
27,9,74,154,93
28,9,78,155,88
29,9,75,159,87
30,9,73,163,84
31,9,79,162,82
32,9,82,160,86
33,9,81,158,87
34,9,76,158,87
35,9,84,153,91
36,9,86,152,93
37,9,86,153,89
38,9,89,153,95
39,9,90,153,100
40,9,89,152,97
41,9,90,153,91
42,9,89,153,91
43,9,93,152,96
44,9,97,151,101
45,9,98,150,96
46,9,98,151,92
47,9,96,151,94
48,9,93,151,91
49,9,101,148,96
50,9,107,144,98
51,9,108,142,99
52,9,109,142,97
53,9,113,140,95
54,9,116,137,93
55,9,116,136,97
56,9,118,135,99
57,9,123,133,95
58,9,118,133,96
59,9,121,131,100
60,9,128,125,101
61,9,133,122,103
62,9,133,122,107
63,9,133,120,106
64,9,134,116,100
65,9,142,114,103
66,9,146,114,102
67,9,151,112,100
68,9,153,109,99
69,9,153,106,106
70,9,158,104,111
71,9,158,104,104
72,9,159,102,101
73,9,162,98,101
74,9,156,101,103
75,9,156,100,107
76,9,158,98,104
77,9,161,96,104
78,9,160,93,111
79,9,156,94,108
80,9,157,94,106
81,9,156,93,101
82,9,152,94,100
83,9,150,92,103
84,9,157,88,107
85,9,157,89,103
86,9,153,89,103
87,9,148,89,102
88,9,147,89,97
89,9,144,88,98
90,9,139,87,96
91,9,139,88,94
92,9,139,87,96
93,9,138,85,100
94,9,134,87,96
95,9,138,84,93
96,9,136,79,94
97,9,131,81,94
98,9,130,82,98
99,9,125,78,96
100,9,123,78,93
101,9,125,77,91
102,9,122,80,87
103,9,123,78,93
104,9,117,75,94
105,9,116,74,90
106,9,116,72,89
107,9,107,72,91
108,9,101,74,90
109,9,97,72,90
110,9,93,71,94
111,9,88,70,96
112,9,88,69,89
113,9,90,69,85
114,9,74,72,87
115,9,77,69,89
116,9,82,65,82
117,9,77,66,81
118,9,69,64,82
119,9,64,61,78
0,10,49,112,91
1,10,52,115,87
2,10,51,119,89
3,10,52,117,95
4,10,50,120,97
5,10,53,123,97
6,10,56,122,95
7,10,60,121,96
8,10,60,122,92
9,10,52,129,87
10,10,58,132,87
11,10,61,132,88
12,10,62,129,95
13,10,65,127,97
14,10,63,130,96
15,10,65,131,102
16,10,65,135,97
17,10,67,136,94
18,10,69,136,90
19,10,64,141,88
20,10,68,143,86
21,10,74,141,91
22,10,72,143,94
23,10,73,145,95
24,10,70,150,96
25,10,70,151,88
26,10,77,154,85
27,10,75,156,94
28,10,76,157,95
29,10,73,161,95
30,10,77,158,95
31,10,86,159,91
32,10,83,161,87
33,10,81,162,87
34,10,85,161,81
35,10,89,160,88
36,10,82,156,93
37,10,85,155,91
38,10,91,155,95
39,10,90,154,94
40,10,90,154,94
41,10,91,154,90
42,10,93,154,88
43,10,93,151,89
44,10,97,149,93
45,10,100,147,95
46,10,103,148,94
47,10,98,151,90
48,10,95,152,92
49,10,100,147,93
50,10,109,142,97
51,10,112,142,98
52,10,114,142,94
53,10,115,141,96
54,10,117,138,95
55,10,114,140,95
56,10,117,137,99
57,10,125,136,96
58,10,119,136,99
59,10,123,130,98
60,10,131,127,94
61,10,135,123,95
62,10,137,123,100
63,10,137,122,102
64,10,137,122,104
65,10,141,116,104
66,10,145,116,98
67,10,152,116,96
68,10,154,111,96
69,10,158,110,99
70,10,163,106,107
71,10,161,103,111
72,10,158,105,105
73,10,159,106,99
74,10,159,101,105
75,10,157,99,109
76,10,156,97,110
77,10,160,94,107
78,10,158,96,103
79,10,154,96,100
80,10,156,96,100
81,10,158,93,99
82,10,156,91,104
83,10,150,91,107
84,10,154,87,107
85,10,152,91,100
86,10,150,91,105
87,10,148,88,108
88,10,144,88,100
89,10,147,88,101
90,10,146,85,97
91,10,143,87,95
92,10,141,89,91
93,10,138,87,92
94,10,134,85,92
95,10,136,82,91
96,10,138,81,98
97,10,135,83,94
98,10,132,83,95
99,10,127,82,93
100,10,127,83,87
101,10,129,80,89
102,10,123,79,87
103,10,121,78,90
104,10,119,78,94
105,10,120,75,95
106,10,119,71,87
107,10,111,72,87
108,10,109,70,86
109,10,103,71,87
110,10,99,69,88
111,10,94,68,90
112,10,88,72,86
113,10,86,71,83
114,10,78,72,81
115,10,79,69,89
116,10,86,67,85
117,10,74,68,77
118,10,73,68,72
119,10,72,64,76
0,11,50,113,92
1,11,53,116,90
2,11,50,118,90
3,11,54,117,95
4,11,55,118,97
5,11,52,120,95
6,11,53,121,96
7,11,56,122,91
8,11,58,126,87
9,11,59,129,87
10,11,62,129,93
11,11,65,127,93
12,11,65,127,97
13,11,58,132,98
14,11,64,134,94
15,11,74,130,93
16,11,65,135,93
17,11,62,135,90
18,11,67,137,88
19,11,74,139,90
20,11,78,141,88
21,11,75,143,86
22,11,67,146,94
23,11,65,149,91
24,11,72,152,93
25,11,73,152,89
26,11,80,152,87
27,11,78,154,96
28,11,75,156,90
29,11,76,159,83
30,11,87,158,84
31,11,88,159,87
32,11,82,163,90
33,11,84,164,89
34,11,88,163,83
35,11,90,164,86
36,11,85,163,91
37,11,88,162,87
38,11,89,160,88
39,11,88,159,87
40,11,88,159,85
41,11,89,154,87
42,11,90,153,91
43,11,99,153,87
44,11,100,152,85
45,11,101,149,94
46,11,100,147,93
47,11,101,150,88
48,11,98,150,94
49,11,105,148,97
50,11,111,146,98
51,11,113,144,97
52,11,116,141,101
53,11,114,142,96
54,11,111,141,97
55,11,113,140,95
56,11,117,138,93
57,11,122,135,97
58,11,124,134,101
59,11,127,133,95
60,11,135,130,91
61,11,138,125,93
62,11,137,125,99
63,11,139,122,102
64,11,138,120,101
65,11,144,120,98
66,11,148,117,98
67,11,153,115,96
68,11,155,113,102
69,11,153,111,100
70,11,158,109,103
71,11,159,106,108
72,11,159,106,110
73,11,159,104,107
74,11,160,103,104
75,11,159,102,103
76,11,157,96,105
