X,Y,Nx,Ny,Nz
103,6,127,127,255
104,6,127,127,255
105,6,127,127,255
106,6,127,127,255
107,6,127,127,255
108,6,127,127,255
109,6,127,127,255
110,6,127,127,255
111,6,127,127,255
112,6,127,127,255
113,6,127,127,255
114,6,127,127,255
115,6,127,127,255
116,6,127,127,255
117,6,127,127,255
118,6,127,127,255
119,6,127,127,255
0,7,127,127,255
1,7,127,127,255
2,7,127,127,255
3,7,127,127,255
4,7,127,127,255
5,7,127,127,255
6,7,127,127,255
7,7,127,127,255
8,7,127,127,255
9,7,127,127,255
10,7,127,127,255
11,7,127,127,255
12,7,127,127,255
13,7,127,127,255
14,7,127,127,255
15,7,127,127,255
16,7,127,127,255
17,7,127,127,255
18,7,127,127,255
19,7,127,127,255
20,7,127,127,255
21,7,127,127,255
22,7,127,127,255
23,7,127,127,255
24,7,127,127,255
25,7,127,127,255
26,7,127,127,255
27,7,127,127,255
28,7,127,127,255
29,7,127,127,255
30,7,127,127,255
31,7,127,127,255
32,7,127,127,255
33,7,127,127,255
34,7,127,127,255
35,7,127,127,255
36,7,127,127,255
37,7,127,127,255
38,7,127,127,255
39,7,127,127,255
40,7,127,127,255
41,7,127,127,255
42,7,127,127,255
43,7,127,127,255
44,7,66,209,203
45,7,69,209,206
46,7,72,209,208
47,7,75,209,210
48,7,78,209,212
49,7,81,209,213
50,7,85,209,215
51,7,88,209,216
52,7,91,209,218
53,7,94,209,219
54,7,97,209,220
55,7,100,209,221
56,7,103,209,222
57,7,107,209,223
58,7,110,209,223
59,7,113,209,224
60,7,116,209,224
61,7,119,209,224
62,7,122,209,225
63,7,125,209,225
64,7,129,209,225
65,7,132,209,225
66,7,135,209,224
67,7,138,209,224
68,7,141,209,224
69,7,144,209,223
70,7,147,209,223
71,7,151,209,222
72,7,154,209,221
73,7,157,209,220
74,7,160,209,219
75,7,163,209,218
76,7,166,209,216
77,7,170,209,215
78,7,173,209,213
79,7,176,209,212
80,7,179,209,210
81,7,182,209,208
82,7,185,209,206
83,7,188,209,203
84,7,127,127,255
85,7,127,127,255
86,7,127,127,255
87,7,127,127,255
88,7,127,127,255
89,7,127,127,255
90,7,127,127,255
91,7,127,127,255
92,7,127,127,255
93,7,127,127,255
94,7,127,127,255
95,7,127,127,255
96,7,127,127,255
97,7,127,127,255
98,7,127,127,255
99,7,127,127,255
100,7,127,127,255
101,7,127,127,255
102,7,127,127,255
103,7,127,127,255
104,7,127,127,255
105,7,127,127,255
106,7,127,127,255
107,7,127,127,255
108,7,127,127,255
109,7,127,127,255
110,7,127,127,255
111,7,127,127,255
112,7,127,127,255
113,7,127,127,255
114,7,127,127,255
115,7,127,127,255
116,7,127,127,255
117,7,127,127,255
118,7,127,127,255
119,7,127,127,255
0,8,127,127,255
1,8,127,127,255
2,8,127,127,255
3,8,127,127,255
4,8,127,127,255
5,8,127,127,255
6,8,127,127,255
7,8,127,127,255
8,8,127,127,255
9,8,127,127,255
10,8,127,127,255
11,8,127,127,255
12,8,127,127,255
13,8,127,127,255
14,8,127,127,255
15,8,127,127,255
16,8,127,127,255
17,8,127,127,255
18,8,127,127,255
19,8,127,127,255
20,8,127,127,255
21,8,127,127,255
22,8,127,127,255
23,8,127,127,255
24,8,127,127,255
25,8,127,127,255
26,8,127,127,255
27,8,127,127,255
28,8,127,127,255
29,8,127,127,255
30,8,127,127,255
31,8,127,127,255
32,8,127,127,255
33,8,127,127,255
34,8,127,127,255
35,8,127,127,255
36,8,127,127,255
37,8,127,127,255
38,8,127,127,255
39,8,127,127,255
40,8,127,127,255
41,8,127,127,255
42,8,59,206,201
43,8,62,206,204
44,8,66,206,206
45,8,69,206,209
46,8,72,206,211
47,8,75,206,213
48,8,78,206,215
49,8,81,206,216
50,8,85,206,218
51,8,88,206,219
52,8,91,206,221
53,8,94,206,222
54,8,97,206,223
55,8,100,206,224
56,8,103,206,224
57,8,107,206,225
58,8,110,206,226
59,8,113,206,226
60,8,116,206,227
61,8,119,206,227
62,8,122,206,227
63,8,125,206,227
64,8,129,206,227
65,8,132,206,227
66,8,135,206,227
67,8,138,206,227
68,8,141,206,226
69,8,144,206,226
70,8,147,206,225
71,8,151,206,224
72,8,154,206,224
73,8,157,206,223
74,8,160,206,222
75,8,163,206,221
76,8,166,206,219
77,8,170,206,218
78,8,173,206,216
79,8,176,206,215
80,8,179,206,213
81,8,182,206,211
82,8,185,206,209
83,8,188,206,206
84,8,192,206,204
85,8,195,206,201
86,8,127,127,255
87,8,127,127,255
88,8,127,127,255
89,8,127,127,255
90,8,127,127,255
91,8,127,127,255
92,8,127,127,255
93,8,127,127,255
94,8,127,127,255
95,8,127,127,255
96,8,127,127,255
97,8,127,127,255
98,8,127,127,255
99,8,127,127,255
100,8,127,127,255
101,8,127,127,255
102,8,127,127,255
103,8,127,127,255
104,8,127,127,255
105,8,127,127,255
106,8,127,127,255
107,8,127,127,255
108,8,127,127,255
109,8,127,127,255
110,8,127,127,255
111,8,127,127,255
112,8,127,127,255
113,8,127,127,255
114,8,127,127,255
115,8,127,127,255
116,8,127,127,255
117,8,127,127,255
118,8,127,127,255
119,8,127,127,255
0,9,127,127,255
1,9,127,127,255
2,9,127,127,255
3,9,127,127,255
4,9,127,127,255
5,9,127,127,255
6,9,127,127,255
7,9,127,127,255
8,9,127,127,255
9,9,127,127,255
10,9,127,127,255
11,9,127,127,255
12,9,127,127,255
13,9,127,127,255
14,9,127,127,255
15,9,127,127,255
16,9,127,127,255
17,9,127,127,255
18,9,127,127,255
19,9,127,127,255
20,9,127,127,255
21,9,127,127,255
22,9,127,127,255
23,9,127,127,255
24,9,127,127,255
25,9,127,127,255
26,9,127,127,255
27,9,127,127,255
28,9,127,127,255
29,9,127,127,255
30,9,127,127,255
31,9,127,127,255
32,9,127,127,255
33,9,127,127,255
34,9,127,127,255
35,9,127,127,255
36,9,127,127,255
37,9,127,127,255
38,9,127,127,255
39,9,127,127,255
40,9,127,127,255
41,9,56,203,201
42,9,59,203,204
43,9,62,203,207
44,9,66,203,209
45,9,69,203,212
46,9,72,203,214
47,9,75,203,216
48,9,78,203,217
49,9,81,203,219
50,9,85,203,220
51,9,88,203,222
52,9,91,203,223
53,9,94,203,224
54,9,97,203,225
55,9,100,203,226
56,9,103,203,227
57,9,107,203,228
58,9,110,203,228
59,9,113,203,229
60,9,116,203,229
61,9,119,203,229
62,9,122,203,230
63,9,125,203,230
64,9,129,203,230
65,9,132,203,230
66,9,135,203,229
67,9,138,203,229
68,9,141,203,229
69,9,144,203,228
70,9,147,203,228
71,9,151,203,227
72,9,154,203,226
73,9,157,203,225
74,9,160,203,224
75,9,163,203,223
76,9,166,203,222
77,9,170,203,220
78,9,173,203,219
79,9,176,203,217
80,9,179,203,216
81,9,182,203,214
82,9,185,203,212
83,9,188,203,209
84,9,192,203,207
85,9,195,203,204
86,9,198,203,201
87,9,127,127,255
88,9,127,127,255
89,9,127,127,255
90,9,127,127,255
91,9,127,127,255
92,9,127,127,255
93,9,127,127,255
94,9,127,127,255
95,9,127,127,255
96,9,127,127,255
97,9,127,127,255
98,9,127,127,255
99,9,127,127,255
100,9,127,127,255
101,9,127,127,255
102,9,127,127,255
103,9,127,127,255
104,9,127,127,255
105,9,127,127,255
106,9,127,127,255
107,9,127,127,255
108,9,127,127,255
109,9,127,127,255
110,9,127,127,255
111,9,127,127,255
112,9,127,127,255
113,9,127,127,255
114,9,127,127,255
115,9,127,127,255
116,9,127,127,255
117,9,127,127,255
118,9,127,127,255
119,9,127,127,255
0,10,127,127,255
1,10,127,127,255
2,10,127,127,255
3,10,127,127,255
4,10,127,127,255
5,10,127,127,255
6,10,127,127,255
7,10,127,127,255
8,10,127,127,255
9,10,127,127,255
10,10,127,127,255
11,10,127,127,255
12,10,127,127,255
13,10,127,127,255
14,10,127,127,255
15,10,127,127,255
16,10,127,127,255
17,10,127,127,255
18,10,127,127,255
19,10,127,127,255
20,10,127,127,255
21,10,127,127,255
22,10,127,127,255
23,10,127,127,255
24,10,127,127,255
25,10,127,127,255
26,10,127,127,255
27,10,127,127,255
28,10,127,127,255
29,10,127,127,255
30,10,127,127,255
31,10,127,127,255
32,10,127,127,255
33,10,127,127,255
34,10,127,127,255
35,10,127,127,255
36,10,127,127,255
37,10,127,127,255
38,10,127,127,255
39,10,127,127,255
40,10,53,199,201
41,10,56,199,204
42,10,59,199,207
43,10,62,199,210
44,10,66,199,212
45,10,69,199,214
46,10,72,199,216
47,10,75,199,218
48,10,78,199,220
49,10,81,199,221
50,10,85,199,223
51,10,88,199,224
52,10,91,199,226
53,10,94,199,227
54,10,97,199,228
55,10,100,199,228
56,10,103,199,229
57,10,107,199,230
58,10,110,199,231
59,10,113,199,231
60,10,116,199,231
61,10,119,199,232
62,10,122,199,232
63,10,125,199,232
64,10,129,199,232
65,10,132,199,232
66,10,135,199,232
67,10,138,199,231
68,10,141,199,231
69,10,144,199,231
70,10,147,199,230
71,10,151,199,229
72,10,154,199,228
73,10,157,199,228
74,10,160,199,227
75,10,163,199,226
76,10,166,199,224
77,10,170,199,223
78,10,173,199,221
79,10,176,199,220
80,10,179,199,218
81,10,182,199,216
82,10,185,199,214
83,10,188,199,212
84,10,192,199,210
85,10,195,199,207
86,10,198,199,204
87,10,201,199,201
88,10,127,127,255
89,10,127,127,255
90,10,127,127,255
91,10,127,127,255
92,10,127,127,255
93,10,127,127,255
94,10,127,127,255
95,10,127,127,255
96,10,127,127,255
97,10,127,127,255
98,10,127,127,255
99,10,127,127,255
100,10,127,127,255
101,10,127,127,255
102,10,127,127,255
103,10,127,127,255
104,10,127,127,255
105,10,127,127,255
106,10,127,127,255
107,10,127,127,255
108,10,127,127,255
109,10,127,127,255
110,10,127,127,255
111,10,127,127,255
112,10,127,127,255
113,10,127,127,255
114,10,127,127,255
115,10,127,127,255
116,10,127,127,255
117,10,127,127,255
118,10,127,127,255
119,10,127,127,255
0,11,127,127,255
1,11,127,127,255
2,11,127,127,255
3,11,127,127,255
4,11,127,127,255
5,11,127,127,255
6,11,127,127,255
7,11,127,127,255
8,11,127,127,255
9,11,127,127,255
10,11,127,127,255
11,11,127,127,255
12,11,127,127,255
13,11,127,127,255
14,11,127,127,255
15,11,127,127,255
16,11,127,127,255
17,11,127,127,255
18,11,127,127,255
19,11,127,127,255
20,11,127,127,255
21,11,127,127,255
22,11,127,127,255
23,11,127,127,255
24,11,127,127,255
25,11,127,127,255
26,11,127,127,255
27,11,127,127,255
28,11,127,127,255
29,11,127,127,255
30,11,127,127,255
31,11,127,127,255
32,11,127,127,255
33,11,127,127,255
34,11,127,127,255
35,11,127,127,255
36,11,127,127,255
37,11,127,127,255
38,11,127,127,255
39,11,50,196,201
40,11,53,196,204
41,11,56,196,207
42,11,59,196,210
43,11,62,196,212
44,11,66,196,215
45,11,69,196,217
46,11,72,196,219
47,11,75,196,221
48,11,78,196,222
49,11,81,196,224
50,11,85,196,225
51,11,88,196,227
52,11,91,196,228
53,11,94,196,229
54,11,97,196,230
55,11,100,196,231
56,11,103,196,231
57,11,107,196,232
58,11,110,196,233
59,11,113,196,233
60,11,116,196,233
61,11,119,196,234
62,11,122,196,234
63,11,125,196,234
64,11,129,196,234
65,11,132,196,234
66,11,135,196,234
67,11,138,196,233
68,11,141,196,233
69,11,144,196,233
70,11,147,196,232
71,11,151,196,231
72,11,154,196,231
73,11,157,196,230
74,11,160,196,229
75,11,163,196,228
